,State,CBSASub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
1741,39,METRO48260M48260,"Weirton-Steubenville, WV-OH MSA",367,422,534,671,701,OH,73894
1742,39,METRO48540M48540,"Wheeling, WV-OH MSA",346,422,534,684,799,OH,70226
1743,39,METRO49660M49660,"Youngstown-Warren-Boardman, OH-PA MSA",422,470,574,722,792,OH,482671
1794,40,METRO30020M30020,"Lawton, OK MSA",391,422,521,760,913,OK,114996
1795,40,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",432,468,571,786,891,OK,1017825
1798,40,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",481,520,648,866,946,OK,803235
1861,41,METRO13460M13460,"Bend, OR MSA",518,603,709,1032,1080,OR,115367
1862,41,METRO18700M18700,"Corvallis, OR MSA",509,587,736,1071,1288,OR,78153
1863,41,METRO21660M21660,"Eugene-Springfield, OR MSA",483,590,744,1051,1195,OR,322959
1864,41,METRO32780M32780,"Medford, OR MSA",497,575,714,1035,1100,OR,181269
1865,41,METRO38900M38900,"Portland-Vancouver-Beaverton, OR-WA MSA",569,661,758,1103,1330,OR,1572771
1866,41,METRO41420M41420,"Salem, OR MSA",490,551,657,953,1151,OR,347214
1892,42,METRO10900M10900,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",554,676,793,1041,1106,PA,637958
1893,42,METRO11020M11020,"Altoona, PA MSA",402,453,554,725,748,PA,129144
1894,42,METRO21500M21500,"Erie, PA MSA",411,465,604,740,794,PA,280843
1895,42,METRO25420M25420,"Harrisburg-Carlisle, PA MSA",531,590,739,936,1041,PA,509074
1896,42,METRO27780M27780,"Johnstown, PA MSA",393,430,519,641,712,PA,152598
1897,42,METRO29540M29540,"Lancaster, PA MSA",485,582,718,903,936,PA,470658
1898,42,METRO30140M30140,"Lebanon, PA MSA",397,473,610,845,870,PA,120327
1901,42,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",584,636,767,971,1038,PA,2358695
1903,42,METRO39740M39740,"Reading, PA MSA",499,554,692,922,953,PA,373638
1904,42,METRO42540M42540,"Scranton--Wilkes-Barre, PA MSA",464,528,632,815,854,PA,560625
1905,42,METRO44300M44300,"State College, PA MSA",558,637,769,938,966,PA,135758
1906,42,METRO48700M48700,"Williamsport, PA MSA",400,465,569,741,786,PA,120044
1907,42,METRO49620M49620,"York-Hanover, PA MSA",473,531,678,827,853,PA,381751
1945,44,METRO39300MM5520,"Westerly-Hopkinton-New Shoreham, RI HUD Metro FMR Area",556,671,854,1022,1198,RI,31812
1946,44,METRO39300N44005,"Newport-Middleton-Portsmouth, RI HUD Metro FMR Area",667,811,1028,1456,1803,RI,60958
1947,45,METRO11340M11340,"Anderson, SC MSA",367,502,565,739,808,SC,165740
1949,45,METRO16700M16700,"Charleston-North Charleston, SC MSA",576,637,711,936,1088,SC,549033
1951,45,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",552,607,676,861,940,SC,594511
1953,45,METRO22500M22500,"Florence, SC HUD Metro FMR Area",391,448,525,635,803,SC,125761
1955,45,METRO24860M24860,"Greenville, SC HUD Metro FMR Area",539,578,649,868,936,SC,490373
1957,45,METRO34820M34820,"Myrtle Beach-Conway-North Myrtle Beach, SC MSA",550,618,726,921,1024,SC,196629
1958,45,METRO43900M43900,"Spartanburg, SC MSA",502,519,606,758,779,SC,253791
1959,45,METRO44940M44940,"Sumter, SC MSA",441,479,531,686,753,SC,104646
1985,46,METRO39660M39660,"Rapid City, SD HUD Metro FMR Area",507,551,699,932,959,SD,88565
1988,46,METRO43620M43620,"Sioux Falls, SD MSA",516,531,670,864,1016,SD,187093
2051,47,METRO17420M17420,"Cleveland, TN MSA",412,432,557,714,905,TN,104015
2052,47,METRO27180M27180,"Jackson, TN MSA",448,495,624,861,884,TN,107377
2053,47,METRO27740M27740,"Johnson City, TN MSA",353,429,536,664,853,TN,181607
2054,47,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",414,413,516,710,861,TN,206611
2055,47,METRO28940M28940,"Knoxville, TN MSA",441,513,618,847,902,TN,616079
2057,47,METRO34100M34100,"Morristown, TN MSA",416,418,506,676,811,TN,123081
2058,47,METRO34980M34980,"Nashville-Davidson--Murfreesboro, TN HUD Metro FMR Area",551,615,708,935,1001,TN,1251396
2119,48,METRO10180M10180,"Abilene, TX MSA",422,448,564,741,942,TX,160245
2120,48,METRO11100M11100,"Amarillo, TX MSA",457,471,590,815,923,TX,226522
2121,48,METRO12420M12420,"Austin-Round Rock, TX MSA",578,658,804,1093,1265,TX,1249763
2122,48,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",453,504,601,769,814,TX,385090
2123,48,METRO15180M15180,"Brownsville-Harlingen, TX MSA",438,479,548,695,813,TX,335227
2124,48,METRO17780M17780,"College Station-Bryan, TX MSA",516,588,718,987,1017,TX,184885
2125,48,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",551,573,726,1000,1104,TX,380783
2127,48,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",575,640,777,1031,1249,TX,3451226
2128,48,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",550,589,725,983,1105,TX,1661525
2130,48,METRO21340M21340,"El Paso, TX MSA",472,508,601,871,1017,TX,679622
2131,48,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",551,612,743,990,1245,TX,4450050
2134,48,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",477,508,643,936,1130,TX,312952
2136,48,METRO29700M29700,"Laredo, TX MSA",444,494,587,815,954,TX,193117
2137,48,METRO30980M30980,"Longview, TX HUD Metro FMR Area",470,490,565,776,798,TX,146670
2139,48,METRO31180M31180,"Lubbock, TX MSA",413,506,633,901,942,TX,249700
2140,48,METRO32580M32580,"McAllen-Edinburg-Pharr, TX MSA",529,568,665,802,921,TX,569463
2141,48,METRO33260M33260,"Midland, TX MSA",410,435,573,835,1005,TX,116009
2142,48,METRO36220M36220,"Odessa, TX MSA",370,403,532,759,822,TX,121123
2143,48,METRO41660M41660,"San Angelo, TX MSA",405,461,586,839,973,TX,105781
2144,48,METRO41700M41700,"San Antonio, TX HUD Metro FMR Area",534,590,732,975,1173,TX,1610028
2148,48,METRO43300M43300,"Sherman-Denison, TX MSA",534,540,643,876,945,TX,110595
2150,48,METRO46340M46340,"Tyler, TX MSA",475,545,642,887,917,TX,174706
2151,48,METRO47020M47020,"Victoria, TX HUD Metro FMR Area",425,496,618,796,895,TX,91016
2153,48,METRO47380M47380,"Waco, TX MSA",513,515,644,822,849,TX,213517
2154,48,METRO48660M48660,"Wichita Falls, TX MSA",454,485,581,816,859,TX,151524
2333,49,METRO36260M36260,"Ogden-Clearfield, UT MSA",439,541,649,888,1073,UT,442656
2334,49,METRO39340M39340,"Provo-Orem, UT MSA",549,591,685,996,1199,UT,376774
2335,49,METRO41100M41100,"St. George, UT MSA",536,552,673,966,1139,UT,90354
2336,49,METRO41620M41620,"Salt Lake City, UT HUD Metro FMR Area",554,609,721,1031,1206,UT,898387
2358,50,METRO15540M15540,"Burlington-South Burlington, VT MSA",699,779,987,1294,1558,VT,198889
2371,51,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",506,550,610,847,1071,VA,99488
2373,51,METRO16820M16820,"Charlottesville, VA MSA",577,692,803,1058,1336,VA,174021
2374,51,METRO19260M19260,"Danville, VA MSA",415,416,538,671,691,VA,110156
2375,51,METRO25500M25500,"Harrisonburg, VA MSA",447,514,612,881,952,VA,108193
2377,51,METRO31340M31340,"Lynchburg, VA MSA",464,466,560,722,824,VA,228616
2378,51,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",625,678,757,1010,1206,VA,1071330
2380,51,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",479,483,628,839,912,VA,241023
2385,51,METRO49020M49020,"Winchester, VA HUD Metro FMR Area",481,516,681,947,975,VA,82794
2430,53,METRO13380M13380,"Bellingham, WA MSA",539,597,747,1091,1289,WA,166814
2431,53,METRO14740M14740,"Bremerton-Silverdale, WA MSA",622,667,812,1157,1285,WA,231969
2432,53,METRO28420M28420,"Kennewick-Richland-Pasco, WA MSA",485,533,663,907,1055,WA,191822
2434,53,METRO31020M31020,"Longview, WA MSA",425,532,609,887,1000,WA,92948
2435,53,METRO34580M34580,"Mount Vernon-Anacortes, WA MSA",587,664,841,1166,1382,WA,102979
2436,53,METRO36500M36500,"Olympia, WA MSA",558,630,785,1130,1379,WA,207355
2438,53,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",648,739,890,1268,1563,WA,2343058
2439,53,METRO42660MM8200,"Tacoma, WA HUD Metro FMR Area",532,621,774,1128,1269,WA,700820
2440,53,METRO44060M44060,"Spokane, WA MSA",438,509,670,912,1069,WA,417939
2441,53,METRO48300M48300,"Wenatchee, WA MSA",493,532,659,907,1068,WA,99219
2442,53,METRO49420M49420,"Yakima, WA MSA",465,549,695,927,1052,WA,222581
2465,54,METRO16620M16620,"Charleston, WV HUD Metro FMR Area",467,469,575,757,788,WV,284100
2470,54,METRO34060M34060,"Morgantown, WV MSA",426,464,558,748,820,WV,111200
2510,55,METRO11540M11540,"Appleton, WI MSA",473,494,627,914,941,WI,201602
2513,55,METRO20740M20740,"Eau Claire, WI MSA",431,455,578,805,905,WI,148337
2514,55,METRO22540M22540,"Fond du Lac, WI MSA",459,499,597,768,837,WI,97296
2515,55,METRO24580M24580,"Green Bay, WI HUD Metro FMR Area",478,498,623,880,908,WI,246965
2517,55,METRO27500M27500,"Janesville, WI MSA",482,533,668,870,894,WI,152307
2519,55,METRO31540M31540,"Madison, WI HUD Metro FMR Area",540,669,794,1099,1374,WI,426526
2522,55,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",496,591,706,890,916,WI,1500741
2524,55,METRO36780M36780,"Oshkosh-Neenah, WI MSA",442,502,594,795,1007,WI,156763
2525,55,METRO39540M39540,"Racine, WI MSA",476,572,709,885,954,WI,188831
2526,55,METRO43100M43100,"Sheboygan, WI MSA",402,487,577,737,890,WI,112646
2527,55,METRO48140M48140,"Wausau, WI MSA",405,484,589,787,861,WI,125834
2575,56,METRO16220M16220,"Casper, WY MSA",385,417,527,767,925,WY,66533
2576,56,METRO16940M16940,"Cheyenne, WY MSA",474,508,636,908,1116,WY,81607
2598,66,NCNTY66010N66010,Pacific Islands,746,807,966,1408,1697,GU,154805
2599,72,METRO10380M10380,"Aquadilla-Isabela-San Sabastian, PR MSA",332,360,400,508,623,PR,312602
2600,72,METRO21940M21940,"Fajardo, PR MSA",386,420,465,677,789,PR,78533
2601,72,METRO25020M25020,"Guayama, PR MSA",357,384,429,592,755,PR,83570
2602,72,METRO32420M32420,"Mayagüez, PR MSA",350,379,421,504,696,PR,115048
2603,72,METRO38660M38660,"Ponce, PR MSA",387,419,465,663,751,PR,264919
2604,72,METRO41900M41900,"San Germán-Cabo Rojo, PR MSA",331,360,400,525,548,PR,136212
2605,72,METRO41980M41980,"San Juan-Guaynabo, PR HUD Metro FMR Area",417,455,505,665,794,PR,1889094
2606,72,METRO41980MM0470,"Arecibo, PR HUD Metro FMR Area",338,368,408,553,636,PR,174300
2607,72,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",385,418,464,613,725,PR,308365
2608,72,METRO41980N72923,"Barranquitas-Aibonito-Quebradillas, PR HUD Metro FMR Area",333,359,400,513,582,PR,137248
2609,72,METRO49500M49500,"Yauco, PR MSA",332,350,400,490,606,PR,118063
2610,72,NCNTY72923N72923,Puerto Rico HUD Nonmetro Area,333,360,400,529,566,PR,190656
2611,78,NCNTY78010N78010,"St. Croix Island, VI",514,540,646,834,988,VI,53234
2612,78,NCNTY78923N78923,"St. John/St. Thomas, VI",582,696,897,1138,1173,VI,55378
