,State,CBSASub,Areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
1732,39,METRO10420M10420,"Akron, OH MSA",537,622,805,1033,1065,OH,694960
1733,39,METRO15940M15940,"Canton-Massillon, OH MSA",476,527,671,854,908,OH,406934
1736,39,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",537,612,746,978,1050,OH,2148143
1737,39,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",543,625,786,994,1124,OH,1571785
1739,39,METRO19380M19380,"Dayton, OH HUD Metro FMR Area",520,598,735,980,1174,OH,805816
1742,39,METRO30620M30620,"Lima, OH MSA",483,506,629,771,804,OH,108473
1743,39,METRO31900M31900,"Mansfield, OH MSA",408,497,629,826,928,OH,128852
1744,39,METRO37620M37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",460,481,610,817,885,OH,63251
1745,39,METRO41780M41780,"Sandusky, OH MSA",447,547,686,915,958,OH,79551
1746,39,METRO44220M44220,"Springfield, OH MSA",498,557,673,886,1123,OH,144742
1747,39,METRO45780M45780,"Toledo, OH MSA",505,557,693,923,963,OH,659188
1748,39,METRO48260M48260,"Weirton-Steubenville, WV-OH MSA",405,467,590,742,775,OH,73894
1749,39,METRO48540M48540,"Wheeling, WV-OH MSA",375,457,578,740,865,OH,70226
1750,39,METRO49660M49660,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",459,513,626,788,865,OH,482671
1801,40,METRO30020M30020,"Lawton, OK MSA",478,516,637,929,1117,OK,114996
1802,40,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",551,596,728,1002,1136,OK,1017825
1805,40,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",563,609,758,1013,1107,OK,803235
1868,41,METRO13460M13460,"Bend, OR MSA",572,666,783,1140,1193,OR,115367
1869,41,METRO18700M18700,"Corvallis, OR MSA",558,644,807,1174,1412,OR,78153
1870,41,METRO21660M21660,"Eugene-Springfield, OR MSA",521,637,803,1135,1290,OR,322959
1871,41,METRO32780M32780,"Medford, OR MSA",545,631,783,1135,1207,OR,181269
1872,41,METRO38900M38900,"Portland-Vancouver-Beaverton, OR-WA MSA",628,729,836,1216,1467,OR,1572771
1873,41,METRO41420M41420,"Salem, OR MSA",530,596,711,1032,1246,OR,347214
1899,42,METRO10900M10900,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",627,764,897,1178,1251,PA,637958
1900,42,METRO11020M11020,"Altoona, PA MSA",460,519,635,831,857,PA,129144
1901,42,METRO21500M21500,"Erie, PA MSA",471,533,692,848,909,PA,280843
1902,42,METRO25420M25420,"Harrisburg-Carlisle, PA MSA",586,650,815,1033,1148,PA,509074
1903,42,METRO27780M27780,"Johnstown, PA MSA",425,465,561,693,770,PA,152598
1904,42,METRO29540M29540,"Lancaster, PA MSA",558,670,826,1038,1076,PA,470658
1905,42,METRO30140M30140,"Lebanon, PA MSA",454,542,699,968,997,PA,120327
1908,42,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",581,633,763,966,1032,PA,2358695
1910,42,METRO39740M39740,"Reading, PA MSA",572,635,793,1057,1092,PA,373638
1911,42,METRO42540M42540,"Scranton--Wilkes-Barre, PA MSA",496,564,676,871,913,PA,560625
1912,42,METRO44300M44300,"State College, PA MSA",639,729,881,1075,1107,PA,135758
1913,42,METRO48700M48700,"Williamsport, PA MSA",458,532,651,848,899,PA,120044
1914,42,METRO49620M49620,"York-Hanover, PA MSA",542,608,777,948,977,PA,381751
1915,42,METRO49660MM7610,"Sharon, PA HUD Metro FMR Area",488,497,631,758,854,PA,120293
1952,44,METRO39300MM5520,"Westerly-Hopkinton-New Shoreham, RI HUD Metro FMR Area",717,865,1101,1318,1545,RI,31812
1953,44,METRO39300N44005,"Newport-Middleton-Portsmouth, RI HUD Metro FMR Area",862,1048,1328,1880,2329,RI,60958
1954,45,METRO11340M11340,"Anderson, SC MSA",423,578,650,850,930,SC,165740
1956,45,METRO16700M16700,"Charleston-North Charleston-Summerville, SC MSA",684,756,844,1112,1291,SC,549033
1958,45,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",622,683,761,970,1059,SC,594511
1960,45,METRO22500M22500,"Florence, SC HUD Metro FMR Area",450,515,604,731,924,SC,125761
1962,45,METRO24860M24860,"Greenville-Mauldin-Easley, SC MSA",590,634,711,951,1025,SC,490373
1964,45,METRO34820M34820,"Myrtle Beach-North Myrtle Beach-Conway, SC MSA",633,711,835,1060,1178,SC,196629
1965,45,METRO43900M43900,"Spartanburg, SC MSA",578,597,697,871,896,SC,253791
1966,45,METRO44940M44940,"Sumter, SC MSA",509,553,612,790,868,SC,104646
1992,46,METRO39660M39660,"Rapid City, SD HUD Metro FMR Area",549,596,756,1008,1037,SD,88565
1995,46,METRO43620M43620,"Sioux Falls, SD MSA",557,573,724,934,1098,SD,187093
2058,47,METRO17420M17420,"Cleveland, TN MSA",469,492,634,812,1030,TN,104015
2059,47,METRO27180M27180,"Jackson, TN MSA",510,565,711,981,1007,TN,107377
2060,47,METRO27740M27740,"Johnson City, TN MSA",400,486,608,753,967,TN,181607
2061,47,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",469,468,585,805,976,TN,206611
2062,47,METRO28940M28940,"Knoxville, TN MSA",517,601,724,993,1056,TN,616079
2064,47,METRO34100M34100,"Morristown, TN MSA",474,476,576,769,923,TN,123081
2065,47,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",622,694,800,1056,1131,TN,1251396
2126,48,METRO10180M10180,"Abilene, TX MSA",503,534,673,884,1124,TX,160245
2127,48,METRO11100M11100,"Amarillo, TX MSA",542,559,699,966,1094,TX,226522
2128,48,METRO12420M12420,"Austin-Round Rock, TX MSA",699,796,972,1322,1529,TX,1249763
2129,48,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",539,601,716,916,969,TX,385090
2130,48,METRO15180M15180,"Brownsville-Harlingen, TX MSA",522,571,653,828,969,TX,335227
2131,48,METRO17780M17780,"College Station-Bryan, TX MSA",614,699,854,1174,1210,TX,184885
2132,48,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",656,682,864,1190,1314,TX,380783
2134,48,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",670,746,905,1201,1455,TX,3451226
2135,48,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",684,732,901,1222,1373,TX,1661525
2137,48,METRO21340M21340,"El Paso, TX MSA",499,537,635,920,1074,TX,679622
2138,48,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",642,714,866,1154,1451,TX,4450050
2141,48,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",574,611,774,1127,1360,TX,312952
2143,48,METRO29700M29700,"Laredo, TX MSA",526,586,696,966,1131,TX,193117
2144,48,METRO30980M30980,"Longview, TX HUD Metro FMR Area",560,584,674,925,952,TX,146670
2146,48,METRO31180M31180,"Lubbock, TX MSA",490,602,752,1071,1119,TX,249700
2147,48,METRO32580M32580,"McAllen-Edinburg-Mission, TX MSA",560,601,704,849,975,TX,569463
2148,48,METRO33260M33260,"Midland, TX MSA",606,642,846,1233,1484,TX,116009
2149,48,METRO36220M36220,"Odessa, TX MSA",523,570,752,1073,1162,TX,121123
2150,48,METRO41660M41660,"San Angelo, TX MSA",481,548,696,997,1156,TX,105781
2151,48,METRO41700M41700,"San Antonio, TX HUD Metro FMR Area",615,679,843,1123,1350,TX,1610028
2155,48,METRO43300M43300,"Sherman-Denison, TX MSA",635,643,765,1043,1125,TX,110595
2157,48,METRO46340M46340,"Tyler, TX MSA",563,646,761,1051,1087,TX,174706
2158,48,METRO47020M47020,"Victoria, TX HUD Metro FMR Area",505,589,735,947,1064,TX,91016
2160,48,METRO47380M47380,"Waco, TX MSA",611,612,766,977,1010,TX,213517
2161,48,METRO48660M48660,"Wichita Falls, TX MSA",539,575,690,969,1020,TX,151524
2340,49,METRO36260M36260,"Ogden-Clearfield, UT MSA",510,629,754,1031,1247,UT,442656
2341,49,METRO39340M39340,"Provo-Orem, UT MSA",565,608,704,1024,1233,UT,376774
2342,49,METRO41100M41100,"St. George, UT MSA",569,586,715,1026,1210,UT,90354
2343,49,METRO41620M41620,"Salt Lake City, UT HUD Metro FMR Area",644,708,838,1198,1401,UT,898387
2365,50,METRO15540M15540,"Burlington-South Burlington, VT MSA",828,922,1169,1533,1846,VT,198889
2378,51,METRO13980N51121,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",586,636,706,980,1239,VA,99488
2380,51,METRO16820M16820,"Charlottesville, VA MSA",667,801,929,1223,1546,VA,174021
2381,51,METRO19260M19260,"Danville, VA MSA",482,484,625,779,803,VA,110156
2382,51,METRO25500M25500,"Harrisonburg, VA MSA",516,593,706,1017,1099,VA,108193
2384,51,METRO31340M31340,"Lynchburg, VA MSA",538,541,649,837,955,VA,228616
2385,51,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",764,828,925,1234,1474,VA,1071330
2387,51,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",555,560,728,973,1057,VA,241023
2392,51,METRO49020M49020,"Winchester, VA-WV MSA",556,596,787,1094,1126,VA,82794
2437,53,METRO13380M13380,"Bellingham, WA MSA",595,658,824,1204,1422,WA,166814
2438,53,METRO14740M14740,"Bremerton-Silverdale, WA MSA",692,743,904,1288,1431,WA,231969
2439,53,METRO28420M28420,"Kennewick-Pasco-Richland, WA MSA",534,587,730,999,1162,WA,191822
2441,53,METRO31020M31020,"Longview, WA MSA",471,590,675,983,1108,WA,92948
2442,53,METRO34580M34580,"Mount Vernon-Anacortes, WA MSA",651,736,933,1293,1533,WA,102979
2443,53,METRO36500M36500,"Olympia, WA MSA",624,704,877,1263,1541,WA,207355
2445,53,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",764,872,1050,1496,1844,WA,2343058
2446,53,METRO42660MM8200,"Tacoma, WA HUD Metro FMR Area",636,743,926,1349,1518,WA,700820
2447,53,METRO44060M44060,"Spokane, WA MSA",481,559,736,1002,1175,WA,417939
2448,53,METRO48300M48300,"Wenatchee, WA MSA",546,589,730,1004,1183,WA,99219
2449,53,METRO49420M49420,"Yakima, WA MSA",511,604,764,1019,1157,WA,222581
2472,54,METRO16620M16620,"Charleston, WV HUD Metro FMR Area",548,551,675,889,925,WV,284100
2475,54,METRO25180MM0877,"Martinsburg, WV HUD Metro FMR Area",593,631,766,1016,1168,WV,90848
2477,54,METRO34060M34060,"Morgantown, WV MSA",500,544,654,877,961,WV,111200
2517,55,METRO11540M11540,"Appleton, WI MSA",536,560,711,1037,1067,WI,201602
2520,55,METRO20740M20740,"Eau Claire, WI MSA",488,515,654,910,1024,WI,148337
2521,55,METRO22540M22540,"Fond du Lac, WI MSA",518,563,673,865,944,WI,97296
2522,55,METRO24580M24580,"Green Bay, WI HUD Metro FMR Area",561,585,731,1033,1065,WI,246965
2524,55,METRO27500M27500,"Janesville, WI MSA",546,603,756,985,1012,WI,152307
2526,55,METRO31540M31540,"Madison, WI HUD Metro FMR Area",608,754,894,1237,1548,WI,426526
2529,55,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",589,702,839,1057,1089,WI,1500741
2531,55,METRO36780M36780,"Oshkosh-Neenah, WI MSA",499,567,671,898,1137,WI,156763
2532,55,METRO39540M39540,"Racine, WI MSA",511,614,761,950,1024,WI,188831
2533,55,METRO43100M43100,"Sheboygan, WI MSA",455,551,653,835,1007,WI,112646
2534,55,METRO48140M48140,"Wausau, WI MSA",458,547,666,890,974,WI,125834
2582,56,METRO16220M16220,"Casper, WY MSA",495,536,678,987,1190,WY,66533
2583,56,METRO16940M16940,"Cheyenne, WY MSA",539,578,723,1032,1269,WY,81607
2605,66,NCNTY66010N66010,Pacific Islands,844,913,1093,1594,1920,GU,154805
2606,72,METRO10380M10380,"Aguadilla-Isabela-San Sebastián, PR MSA",340,369,409,520,637,PR,312602
2607,72,METRO21940M21940,"Fajardo, PR MSA",426,463,513,747,871,PR,78533
2608,72,METRO25020M25020,"Guayama, PR MSA",403,433,484,668,851,PR,83570
2609,72,METRO32420M32420,"Mayagüez, PR MSA",385,417,463,554,765,PR,115048
2610,72,METRO38660M38660,"Ponce, PR MSA",435,472,523,745,845,PR,264919
2611,72,METRO41900M41900,"San Germán-Cabo Rojo, PR MSA",349,380,422,554,579,PR,136212
2612,72,METRO41980MM0470,"Arecibo, PR HUD Metro FMR Area",353,384,426,577,664,PR,174300
2613,72,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",401,436,484,640,756,PR,308365
2614,72,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",441,479,533,705,849,PR,1889094
2615,72,METRO41980N72923,"Barranquitas-Aibonito-Quebradillas, PR HUD Metro FMR Area",340,366,408,523,594,PR,137248
2616,72,METRO49500M49500,"Yauco, PR MSA",347,365,417,511,632,PR,118063
2617,72,NCNTY72923N72923,Puerto Rico HUD Nonmetro Area,375,405,451,597,638,PR,190656
2618,78,NCNTY78010N78010,"St. Croix Island, VI",609,640,765,988,1170,VI,53234
2619,78,NCNTY78923N78923,"St. John/St. Thomas, VI",689,823,1061,1346,1388,VI,55378
